csv,http://dbpedia.org/ontology/agent,http://dbpedia.org/ontology/airport,http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/architecturalstructure,http://dbpedia.org/ontology/baseballplayer,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/device,http://dbpedia.org/ontology/informationappliance,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/musicgenre,http://dbpedia.org/ontology/officeholder,http://dbpedia.org/ontology/organisation,http://dbpedia.org/ontology/person,http://dbpedia.org/ontology/personfunction,http://dbpedia.org/ontology/politicalparty,http://dbpedia.org/ontology/populatedplace,http://dbpedia.org/ontology/royalty,http://dbpedia.org/ontology/settlement,http://dbpedia.org/ontology/soccerclub,http://dbpedia.org/ontology/software,http://dbpedia.org/ontology/venue,http://dbpedia.org/ontology/year,position,text
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""Arsenal"";""Aston Villa"";""Bournemouth"";""Brighton & Hove Albion"";""Burnley"";""Chelsea"";""Crystal Palace"";""Everton"";""Leicester City"";""Liverpool"";""Manchester City"";""Manchester United"";""Newcastle United"";""Norwich City"";""Sheffield United"";""Southampton"";""Tottenham Hotspur"";""Watford"";""West Ham United"";""Wolverhampton Wanderers"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""Unai Emery"";""Dean Smith"";""Eddie Howe"";""Graham Potter"";""Sean Dyche"";""Frank Lampard"";""Roy Hodgson"";""Marco Silva"";""Brendan Rodgers"";""Jürgen Klopp"";""Pep Guardiola"";""Ole Gunnar Solskjær"";""Steve Bruce"";""Daniel Farke"";""Chris Wilder"";""Ralph Hasenhüttl"";""José Mourinho"";""Quique Sánchez Flores"";""Manuel Pellegrini"";""Nuno Espírito Santo"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"""Pierre-Emerick Aubameyang"";""Jack Grealish"";""Simon Francis"";""Lewis Dunk"";""Ben Mee"";""César Azpilicueta"";""Luka Milivojević"";""Séamus Coleman"";""Wes Morgan"";""Jordan Henderson"";""David Silva"";""Ashley Young"";""Jamaal Lascelles"";""Grant Hanley"";""Billy Sharp"";""Pierre-Emile Højbjerg"";""Hugo Lloris"";""Troy Deeney"";""Mark Noble"";""Conor Coady"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"""Adidas"";""Kappa"";""Umbro"";""Nike"";""Umbro"";""Nike"";""Puma"";""Umbro"";""Adidas"";""New Balance"";""Puma"";""Adidas"";""Puma"";""Erreà"";""Adidas"";""Under Armour"";""Nike"";""Adidas"";""Umbro"";""Adidas"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"""Fly Emirates"";""W88"";""M88"";""American Express"";""LoveBet"";""Yokohama Tyres"";""ManBetX"";""SportPesa"";""King Power"";""Standard Chartered"";""Etihad Airways"";""Chevrolet"";""Fun88"";""Dafabet"";""Union Standard Group"";""LD Sports"";""AIA"";""Sportsbet.io"";""Betway"";""ManBetX"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"""Visit Rwanda"";""BR88"";""M88"";""JD"";""LoveBet"";""Hyundai"";""Dongqiudi"";""Angry Birds"";""Bia Saigon"";""Western Union"";""Nexen Tire"";""Kohler"";""StormGain"";""Best Fiends"";""Union Standard Group"";""Virgin Media"";""nan"";""Bitcoin"";""Basset & Gold"";""CoinDeal"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""Arsenal"";""Aston Villa"";""Bournemouth"";""Brighton & Hove Albion"";""Burnley"";""Chelsea"";""Crystal Palace"";""Everton"";""Leicester City"";""Liverpool"";""Manchester City"";""Manchester United"";""Newcastle United"";""Norwich City"";""Sheffield United"";""Southampton"";""Tottenham Hotspur"";""Watford"";""West Ham United"";""Wolverhampton Wanderers"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""Unai Emery"";""Dean Smith"";""Eddie Howe"";""Graham Potter"";""Sean Dyche"";""Frank Lampard"";""Roy Hodgson"";""Marco Silva"";""Brendan Rodgers"";""Jürgen Klopp"";""Pep Guardiola"";""Ole Gunnar Solskjær"";""Steve Bruce"";""Daniel Farke"";""Chris Wilder"";""Ralph Hasenhüttl"";""José Mourinho"";""Quique Sánchez Flores"";""Manuel Pellegrini"";""Nuno Espírito Santo"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"""Pierre-Emerick Aubameyangg"";""Jack Grealish"";""Simon Francis"";""Lewis Dunkk"";""Ben Mee"";""César Azpilicuetta"";""Luka Milivojević"";""Séamus Coleman"";""Wes Morgan"";""Jordan Henderson"";""David Silva"";""Ashley Youung"";""Jamaal Laascelles"";""Grant Hanley"";""Billy Sharp"";""Pierre-Emile Højbjerg"";""Hugo Lloriss"";""Troy Deeneyy"";""Markk Noble"";""Conor Coady"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"""Adidas"";""Kappaa"";""Umbro"";""Nike"";""Umbro"";""Nikee"";""Pumaa"";""Ummbro"";""Adidass"";""New Balancee"";""Puma"";""Adidass"";""Puma"";""Erreà"";""Adidaas"";""Under Armour"";""Nike"";""Adidass"";""Ummbro"";""Adidass"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"""Fly Emirates"";""W88"";""M88"";""American Express"";""LoveBet"";""Yokohama Tyres"";""ManBetX"";""SportPesa"";""King Power"";""Standard Chartered"";""Etihad Airways"";""Chevrolet"";""Fun88"";""Dafabet"";""Union Standard Group"";""LD Sports"";""AIA"";""Sportsbet.io"";""Betway"";""ManBetX"""
CTRL_WIKI_SPO_2019_20_premier_league_personnel_and_kits_NOISE2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"""Visit Rwanda"";""BR88"";""M88"";""JD"";""LoveBet"";""Hyundai"";""Dongqiudi"";""Angry Birds"";""Bia Saigon"";""Western Union"";""Nexen Tire"";""Kohler"";""StormGain"";""Best Fiends"";""Union Standard Group"";""Virgin Media"";""nan"";""Bitcoin"";""Basset & Gold"";""CoinDeal"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""Arsenal"";""Aston Villa"";""Bournemouth"";""Brighton & Hove Albion"";""Burnley"";""Chelsea"";""Crystal Palace"";""Everton"";""Leicester City"";""Liverpool"";""Manchester City"";""Manchester United"";""Newcastle United"";""Norwich City"";""Sheffield United"";""Southampton"";""Tottenham Hotspur"";""Watford"";""West Ham United"";""Wolverhampton Wanderers"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""London (Holloway)"";""Birmingham"";""Bournemouth"";""Brighton"";""Burnley"";""London (Fulham)"";""London (Selhurst)"";""Liverpool (Walton)"";""Leicester"";""Liverpool (Anfield)"";""Manchester"";""Old Trafford"";""Newcastle upon Tyne"";""Norwich"";""Sheffield"";""Southampton"";""London (Tottenham)"";""Watford"";""London (Stratford)"";""Wolverhampton"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"""Emirates Stadium"";""Villa Park"";""Dean Court"";""Falmer Stadium"";""Turf Moor"";""Stamford Bridge"";""Selhurst Park"";""Goodison Park"";""King Power Stadium"";""Anfield"";""City of Manchester Stadium"";""Old Trafford"";""St James' Park"";""Carrow Road"";""Bramall Lane"";""St Mary's Stadium"";""Tottenham Hotspur Stadium"";""Vicarage Road"";""London Stadium"";""Molineux Stadium"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""Arsenall"";""Aston Villaa"";""Bournemoutth"";""Brighton & Hove Albion"";""Burnleyy"";""Chelsea"";""Crystal Palacee"";""Evertonn"";""Leicester City"";""Liverpool"";""Manchester City"";""Manchester United"";""Newcastle Unitedd"";""Norwich Cityy"";""Sheffield Unitedd"";""Southampton"";""Tottenham Hotspurr"";""Watfordd"";""West Ham United"";""Wolverhampton Wandererss"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""London (Holloway)"";""Birmingham"";""Bournemouth"";""Brighton"";""Burnley"";""London (Fulham)"";""London (Selhurst)"";""Liverpool (Walton)"";""Leicester"";""Liverpool (Anfield)"";""Manchester"";""Old Trafford"";""Newcastle upon Tyne"";""Norwich"";""Sheffield"";""Southampton"";""London (Tottenham)"";""Watford"";""London (Stratford)"";""Wolverhampton"""
CTRL_WIKI_SPO_2019_20_premier_league_stadiums_and_locations_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"""Emirates Stadiummm"";""VVilla Park"";""Dean Courrt"";""Falmer Stadiumm"";""Turf Mooorr"";""Stamford Bridgee"";""Selhurst Parkkk"";""Goodison Parkkk"";""King Power Stadium"";""Anfield"";""City of Manchester Stadiumm"";""Old Traffoord"";""Stt James' Park"";""Carrow Roaddd"";""Bramall Lanee"";""Stt Mary's Stadium"";""Tottenham Hotspur Stadiumm"";""Vicarage Roaddd"";""London Stadium"";""Molineux Stadiumm"""
CTRL_WIKI_SPO_serie_a_2019_20_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""Atalanta"";""Bologna"";""Brescia"";""Cagliari"";""Fiorentina"";""Genoa"";""Hellas Verona"";""Internazionale"";""Juventus"";""Lazio"";""Lecce"";""Milan"";""Napoli"";""Parma"";""Roma"";""Sampdoria"";""Sassuolo"";""SPAL"";""Torino"";""Udinese"""
CTRL_WIKI_SPO_serie_a_2019_20_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""Bergamo"";""Bologna"";""Brescia"";""Cagliari"";""Florence"";""Genoa"";""Verona"";""Milan"";""Turin"";""Rome"";""Lecce"";""Milan"";""Naples"";""Parma"";""Rome"";""Genoa"";""Sassuolo"";""Ferrara"";""Turin"";""Udine"""
CTRL_WIKI_SPO_serie_a_2019_20_members,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"""Gewiss Stadium"";""Stadio Renato Dall'Ara"";""Stadio Mario Rigamonti"";""Sardegna Arena"";""Stadio Artemio Franchi"";""Stadio Luigi Ferraris"";""Stadio Marc'Antonio Bentegodi"";""San Siro"";""Allianz Stadium"";""Stadio Olimpico"";""Stadio Via del Mare"";""San Siro"";""Stadio San Paolo"";""Stadio Ennio Tardini"";""Stadio Olimpico"";""Stadio Luigi Ferraris"";""Mapei Stadium – Città del Tricolore"";""Stadio Paolo Mazza"";""Stadio Olimpico Grande Torino"";""Stadio Friuli"""
CTRL_WIKI_SPO_serie_a_2019_20_members_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""Atalantaa"";""Bolognaa"";""Bresciaa"";""Cagliari"";""Fiorentinna"";""Genoa"";""Hellas Veronaa"";""Internazionalee"";""Juventuss"";""Lazioo"";""Lecce"";""MMilan"";""Napoli"";""Parmaa"";""Roma"";""Sampdoriaa"";""Sassuoloo"";""SPALL"";""Torino"";""Udinesee"""
CTRL_WIKI_SPO_serie_a_2019_20_members_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""Bergamo"";""Bologna"";""Brescia"";""Cagliari"";""Florence"";""Genoa"";""Verona"";""Milan"";""Turin"";""Rome"";""Lecce"";""Milan"";""Naples"";""Parma"";""Rome"";""Genoa"";""Sassuolo"";""Ferrara"";""Turin"";""Udine"""
CTRL_WIKI_SPO_serie_a_2019_20_members_NOISE2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"""Gewiss Stadium"";""Stadio Renato Dall'Ara"";""Stadio Mario Rigamonti"";""Sardegna Arena"";""Stadio Artemio Franchi"";""Stadio Luigi Ferraris"";""Stadio Marc'Antonio Bentegodi"";""San Siro"";""Allianz Stadium"";""Stadio Olimpico"";""Stadio Via del Mare"";""San Siro"";""Stadio San Paolo"";""Stadio Ennio Tardini"";""Stadio Olimpico"";""Stadio Luigi Ferraris"";""Mapei Stadium – Città del Tricolore"";""Stadio Paolo Mazza"";""Stadio Olimpico Grande Torino"";""Stadio Friuli"""
TOUGH_DBP_HOMO_people_in_places_world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""Ángel Castro"";""Paul Goodman"";""Harry Oliver"";""Andrew Murray"";""Paul Boyd"";""Terry Ball"";""Neil Wilkinson"";""John Morrison"";""Michi"";""Beni"";""Kohei Yamamoto"";""Josh Kelly"";""hide"";""MAA"";""Tomohiko Itō"";""Kanae Yamamoto"";""Akira Nakamura"";""Patty"";""Chara"";""Tatsuya Yamaguchi"";""Akira Matsunaga"";""Makoto Watanabe"";""Atsushi Kobayashi"";""Alphée Poirier"";""Alphonse Desjardins"";""Charles Reid"";""John Hay"";""John McIntosh"";""Thomas Morris"";""Alexandre Taché"";""Phil Stevens"";""Thomas Wood"";""Robert Vincent"";""Richard Dumas"";""Brad Smith"";""Larry Smith"";""Jonathan Robinson"";""Kenji Suzuki"";""Jesse Stone"";""Harold Andrews"";""Neil McCarthy"";""David Ward"";""Frederick Groves"";""John Middleton"";""John Quayle"";""Noboru Yamaguchi"";""Harry Baird"";""Andrew Murray"";""William Austin"";""Charles Pollard"";""Frank Holder"";""Stephan James"";""Jack London"";""Andrew Watson"";""Richard Reynolds"";""Jim Watson"";""Eric Joyce"";""John Richardson"";""David Hunt"";""Ian Cooper"";""Stephen Cooper"";""David Wilson"";""Andrew Cunningham"";""Joseph Gray"";""William Chapman"";""Jordan Roberts"";""Sarah Clark"";""Leslie Wright"";""James Wood"";""David Armstrong"";""Peter Diamond"";""Karl Turner"";""Pata"";""Makoto Kaneko"";""Hiroshi Ogawa"";""Jun Konno"";""Yoshiki"";""Toshi"";""Norio Takahashi"";""André Bernier"";""Hiroshi Nakamura"";""Erasmo Ramírez"";""Kazuki Watanabe"""
TOUGH_DBP_HOMO_people_in_places_world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"""Pimentel"";""Selkirk"";""Selkirk"";""Selkirk"";""Selkirk"";""Selkirk"";""Selkirk"";""Selkirk"";""Okinawa"";""Miyakojima"";""Ayase"";""Yokosuka"";""Yokosuka"";""Yokosuka"";""Kasugai"";""Okazaki"";""Asaka"";""Iruma"";""Kawaguchi"";""Shiki"";""Shizuoka"";""Shizuoka"";""Shimada"";""Bonaventure"";""Terrebonne"";""Mont-Tremblant"";""Brownsburg-Chatham"";""La Prairie"";""Saint-Hyacinthe"";""Saint-Hyacinthe"";""Saint-Lambert"";""Dunham"";""Granby"";""Granby"";""Hudson"";""Hudson"";""Waterloo"";""Akita"";""Lincoln"";""Lincoln"";""Lincoln"";""Lincoln"";""Lincoln"";""Lincoln"";""Lincoln"";""Hitachi"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Georgetown"";""Malartic"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Chiba"";""Abiko"";""Ichikawa"";""Noda"";""Tateyama"";""Tateyama"";""Yachiyo"";""Windsor"";""Date"";""Rivas"";""Yamanashi"""
TOUGH_DBP_HOMO_people_in_places_world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"""Duarte Province"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Okinawa Prefecture"";""Okinawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Aichi Prefecture"";""Aichi Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Shizuoka Prefecture"";""Shizuoka Prefecture"";""Shizuoka Prefecture"";""Gaspésie–Îles-de-la-Madeleine"";""Lanaudière"";""Laurentides"";""Laurentides"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Akita Prefecture"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Ibaraki Prefecture"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Abitibi-Témiscamingue"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Estrie"";""Fukushima Prefecture"";""Rivas Department"";""Yamanashi Prefecture"""
TOUGH_DBP_HOMO_people_in_places_world,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"""Dominican Republic"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Japan"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""Japan"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Canada"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Canada"";""Japan"";""Nicaragua"";""Japan"""
TOUGH_DBP_HOMO_people_in_places_world_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""Ángel Castro"";""Paul Goodman"";""Harry OOliver"";""Andrew Murray"";""Paul  Boyd"";""Terry Balll"";""Neil Wilkinsonn"";""John Morrison"";""Michii"";""Benii"";""Kohei Yamamotoo"";""Joosh Kelly"";""hide"";""MMAA"";""Tomohiko Itō"";""Kanae Yamamotoo"";""Akira Nakamuraa"";""Pattyy"";""Chaara"";""Tatsuya Yamaguchi"";""Akira Matsunnaga"";""Makoto Watanabee"";""Atsushi Kobayashii"";""Alphée Poirieer"";""Alphonse Desjardins"";""Charles Reidd"";""John Hayy"";""John McIntoshh"";""Thomas Morriss"";""Alexandre Tachéé"";""Phil SStevens"";""Thomas Woodd"";""Robert Vincentt"";""Riichard Dumas"";""Brad Smithh"";""Larry Smith"";""Jonathan Robinsonn"";""Kenji Suzuki"";""Jesse Stonee"";""Harold Andrews"";""Neil McCarthy"";""David Ward"";""Frederick Groves"";""John Middleton"";""John Quayle"";""Noboru Yamaguchii"";""Harry Bairdd"";""AAndrew Murray"";""William Austinn"";""Charles Pollaard"";""Frank Holderr"";""Stephan James"";""Jack Londonn"";""Andrew Watsonn"";""Richard Reynolds"";""Jim Watsonn"";""Eric Joyce"";""John Richardson"";""David Hunt"";""Iann Cooper"";""Stephen Cooper"";""David Wilsonn"";""Andrew Cunningham"";""Joseph Gray"";""Willliam Chapman"";""Jordan Robertss"";""Sarah Clarkk"";""Leslie Wrightt"";""James Woodd"";""David Armstrongg"";""Peter Diiamond"";""Karl  Turner"";""Paata"";""Makoto Kanekoo"";""Hiroshi Ogawa"";""Jun Konnoo"";""Yoshikii"";""Toshi"";""Norio Takahashi"";""André Bernierr"";""Hiroshi Nakamura"";""Erasmo Ramírez"";""Kazuki Watanabe"""
TOUGH_DBP_HOMO_people_in_places_world_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"""Pimentel"";""Selkkirk"";""Selkirkk"";""SSelkirk"";""Selkirk"";""Selkirkk"";""Selkirkk"";""Selkirkk"";""Okinawaa"";""Miyakojimaa"";""Ayasee"";""Yokosuka"";""Yokosuka"";""Yokosukaa"";""Kasugai"";""Okazaki"";""Asaka"";""Irumaa"";""Kawaguchi"";""Shiki"";""Shizuokaa"";""Shizuokaa"";""Shimada"";""Bonaventuree"";""Terrebonne"";""Mont-Tremblantt"";""Brownsburg-Chathamm"";""La Prairie"";""Saint-Hyacinthee"";""Saint-Hyacinthee"";""Saiint-Lambert"";""Dunham"";""Granbyy"";""Granby"";""Hudson"";""Hudson"";""Waterloo"";""Akitaa"";""Lincolnn"";""Lincoln"";""Lincolnn"";""Linccoln"";""Lincolnn"";""Lincoln"";""Lincoln"";""Hitachii"";""Geeorgetown"";""Georgetownn"";""Georgetownn"";""Georgetownn"";""Georgetownn"";""Georgetownn"";""Georgetownn"";""Georgetownn"";""Georrgetown"";""Malartic"";""Durham"";""Durhamm"";""Durrham"";""Durham"";""Durhamm"";""Durhamm"";""Durham"";""Durham"";""Durham"";""Durham"";""Durham"";""Durhamm"";""Durhamm"";""Durhamm"";""Durhamm"";""Durhham"";""Chibba"";""Abiko"";""Ichikawa"";""Noda"";""Tateyama"";""Tateyama"";""Yachiyo"";""Windsor"";""Datte"";""Rivass"";""Yamanashii"""
TOUGH_DBP_HOMO_people_in_places_world_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,"""Duarte Province"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Interlake"";""Okinawa Prefecture"";""Okinawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Kanagawa Prefecture"";""Aichi Prefecture"";""Aichi Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Saitama Prefecture"";""Shizuoka Prefecture"";""Shizuoka Prefecture"";""Shizuoka Prefecture"";""Gaspésie–Îles-de-la-Madeleine"";""Lanaudière"";""Laurentides"";""Laurentides"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Montérégie"";""Akita Prefecture"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Lincolnshire"";""Ibaraki Prefecture"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Demerara-Mahaica"";""Abitibi-Témiscamingue"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""County Durham"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Chiba Prefecture"";""Estrie"";""Fukushima Prefecture"";""Rivas Department"";""Yamanashi Prefecture"""
TOUGH_DBP_HOMO_people_in_places_world_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"""Dominican Republic"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Canada"";""Japan"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""Japan"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Guyana"";""Canada"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""United Kingdom"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Japan"";""Canada"";""Japan"";""Nicaragua"";""Japan"""
