item,classes
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
[[]],"""['http://dbpedia.org/ontology/Building', 'http://dbpedia.org/ontology/Venue', 'http://dbpedia.org/ontology/ArchitecturalStructure', 'http://dbpedia.org/ontology/Stadium']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Bank', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent']]","""['http://dbpedia.org/ontology/Company']"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[[]],"""['http://dbpedia.org/ontology/Company']"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PersonFunction']],"""[]"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[['http://dbpedia.org/ontology/PoliticalParty']],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
[[]],"""['http://dbpedia.org/ontology/PoliticalParty']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Settlement']]","""['http://dbpedia.org/ontology/SoccerClub']"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
"[['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']]","""[]"""
